,Movie_Name,Relese_Year,Rating_Score,Meta_Score,Total_Votes,Gross_USA,Movie_Genre,Director_Star
40,Fury,2014,7.5,64.0,500724.0,85817906.0,"Action, Drama, War","Director:David Ayer| Stars:Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña"
41,Tammy,2014,4.9,39.0,52682.0,84525432.0,"Comedy, Romance","Director:Ben Falcone| Stars:Melissa McCarthy, Susan Sarandon, Kathy Bates, Allison Janney"
42,Annabelle,2014,5.4,37.0,162867.0,84273813.0,"Horror, Mystery, Thriller","Director:John R. Leonetti| Stars:Ward Horton, Annabelle Wallis, Alfre Woodard, Tony Amendola"
43,The Other Woman,2014,6.0,39.0,143472.0,83911193.0,"Comedy, Romance","Director:Nick Cassavetes| Stars:Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau"
44,Penguins of Madagascar,2014,6.6,53.0,93865.0,83348920.0,"Animation, Adventure, Comedy","Directors:Eric Darnell, Simon J. Smith| Stars:Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon"
45,Let's Be Cops,2014,6.4,30.0,136026.0,82390774.0,"Action, Comedy, Crime","Director:Luke Greenfield| Stars:Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev"
46,The Monuments Men,2014,6.1,52.0,133645.0,78031620.0,"Comedy, Drama, History","Director:George Clooney| Stars:George Clooney, Matt Damon, Bill Murray, Cate Blanchett"
47,Paddington,2014,7.3,77.0,120750.0,76271832.0,"Adventure, Comedy, Family","Director:Paul King| Stars:Hugh Bonneville, Sally Hawkins, Julie Walters, Jim Broadbent"
48,Hercules,2014,6.0,47.0,158497.0,72688614.0,"Action, Adventure, Fantasy","Director:Brett Ratner| Stars:Dwayne Johnson, John Hurt, Ian McShane, Joseph Fiennes"
49,The Purge: Anarchy,2014,6.4,50.0,154961.0,71962800.0,"Action, Horror, Sci-Fi","Director:James DeMonaco| Stars:Frank Grillo, Carmen Ejogo, Zach Gilford, Kiele Sanchez"
50,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,6.2,54.0,44986.0,66954149.0,"Comedy, Drama, Family","Director:Miguel Arteta| Stars:Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette"
51,Think Like a Man Too,2014,5.7,38.0,21781.0,65182182.0,"Comedy, Romance","Director:Tim Story| Stars:Kevin Hart, Gabrielle Union, Wendi McLendon-Covey, La La Anthony"
52,Exodus: Gods and Kings,2014,6.0,52.0,170916.0,65014513.0,"Action, Adventure, Drama","Director:Ridley Scott| Stars:Christian Bale, Joel Edgerton, Ben Kingsley, Sigourney Weaver"
53,The Nut Job,2014,5.7,37.0,29098.0,64251541.0,"Animation, Adventure, Comedy","Director:Peter Lepeniotis| Stars:Will Arnett, Brendan Fraser, Liam Neeson, Katherine Heigl"
54,God's Not Dead,2014,4.6,16.0,43394.0,60755732.0,"Adventure, Comedy, Drama","Directors:Harold Cronk, Sreehari Purimetla| Stars:Shane Harper, Kevin Sorbo, David A.R. White, Dean Cain"
55,Son of God,2014,5.7,37.0,19182.0,59700064.0,"Biography, Drama, History","Director:Christopher Spencer| Stars:Diogo Morgado, Amber Rose Revah, Greg Hicks, Adrian Schiller"
56,Planes: Fire & Rescue,2014,5.9,48.0,18639.0,59165787.0,"Animation, Adventure, Comedy","Director:Bobs Gannaway| Stars:Dane Cook, Ed Harris, Julie Bowen, Curtis Armstrong"
57,The Grand Budapest Hotel,2014,8.1,88.0,821340.0,59100318.0,"Adventure, Comedy, Crime","Director:Wes Anderson| Stars:Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody"
58,RoboCop,2014,6.1,52.0,231415.0,58607007.0,"Action, Crime, Sci-Fi","Director:José Padilha| Stars:Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish"
59,Dracula Untold,2014,6.2,40.0,199008.0,56280355.0,"Action, Drama, Fantasy","Director:Gary Shore| Stars:Luke Evans, Dominic Cooper, Sarah Gadon, Art Parkinson"
60,Horrible Bosses 2,2014,6.3,40.0,176042.0,54445357.0,"Comedy, Crime","Director:Sean Anders| Stars:Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston"
61,The Hundred-Foot Journey,2014,7.3,55.0,84584.0,54240821.0,"Comedy, Drama","Director:Lasse Hallström| Stars:Helen Mirren, Om Puri, Manish Dayal, Charlotte Le Bon"
62,No Good Deed,2014,5.6,26.0,21006.0,52543632.0,"Crime, Drama, Horror","Director:Sam Miller| Stars:Taraji P. Henson, Idris Elba, Leslie Bibb, Kate del Castillo"
63,Selma,2014,7.5,79.0,92637.0,52076908.0,"Biography, Drama, History","Director:Ava DuVernay| Stars:David Oyelowo, Carmen Ejogo, Oprah Winfrey, Tom Wilkinson"
64,Muppets Most Wanted,2014,6.4,61.0,35393.0,51183113.0,"Adventure, Comedy, Crime","Director:James Bobin| Stars:Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire"
65,Ouija,I2014,4.5,38.0,54011.0,50856010.0,"Horror, Mystery, Thriller","Director:Stiles White| Stars:Olivia Cooke, Ana Coto, Daren Kagasoff, Bianca A. Santos"
66,The Boxtrolls,2014,6.8,61.0,59084.0,50837305.0,"Animation, Adventure, Comedy","Directors:Graham Annable, Anthony Stacchi| Stars:Ben Kingsley, Jared Harris, Nick Frost, Richard Ayoade"
67,Jack Ryan: Shadow Recruit,2014,6.2,57.0,134021.0,50577412.0,"Action, Drama, Thriller","Director:Kenneth Branagh| Stars:Chris Pine, Kevin Costner, Keira Knightley, Kenneth Branagh"
68,If I Stay,2014,6.7,46.0,124773.0,50474843.0,"Drama, Fantasy, Music","Director:R.J. Cutler| Stars:Chloë Grace Moretz, Mireille Enos, Jamie Blackley, Joshua Leonard"
69,The Book of Life,2014,7.2,67.0,73251.0,50151543.0,"Animation, Adventure, Comedy","Director:Jorge R. Gutiérrez| Stars:Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman"
70,About Last Night,2014,6.0,62.0,24411.0,48637684.0,"Comedy, Romance","Director:Steve Pink| Stars:Kevin Hart, Michael Ealy, Regina Hall, Joy Bryant"
71,Into the Storm,2014,5.8,44.0,69472.0,47602194.0,"Action, Adventure, Drama","Director:Steven Quale| Stars:Richard Armitage, Sarah Wayne Callies, Matt Walsh, Max Deacon"
72,The Judge,2014,7.4,48.0,193946.0,47119388.0,"Crime, Drama","Director:David Dobkin| Stars:Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton"
73,Jersey Boys,2014,6.8,54.0,35383.0,47034272.0,"Biography, Drama, Music","Director:Clint Eastwood| Stars:John Lloyd Young, Erich Bergen, Michael Lomenda, Vincent Piazza"
74,Blended,2014,6.5,31.0,135491.0,46294610.0,"Comedy, Romance","Director:Frank Coraci| Stars:Adam Sandler, Drew Barrymore, Wendi McLendon-Covey, Kevin Nealon"
75,The Giver,2014,6.4,47.0,121043.0,45089048.0,"Drama, Romance, Sci-Fi","Director:Phillip Noyce| Stars:Brenton Thwaites, Jeff Bridges, Meryl Streep, Taylor Swift"
76,St. Vincent,2014,7.2,64.0,105109.0,44134898.0,"Comedy, Drama","Director:Theodore Melfi| Stars:Bill Murray, Melissa McCarthy, Naomi Watts, Jaeden Martell"
77,Need for Speed,2014,6.4,39.0,172996.0,43577636.0,"Action, Thriller","Director:Scott Waugh| Stars:Aaron Paul, Dominic Cooper, Imogen Poots, Kid Cudi"
78,A Million Ways to Die in the West,2014,6.1,44.0,191970.0,43139300.0,"Comedy, Western","Director:Seth MacFarlane| Stars:Seth MacFarlane, Charlize Theron, Liam Neeson, Amanda Seyfried"
79,John Wick,2014,7.4,68.0,644052.0,43037835.0,"Action, Crime, Thriller","Directors:Chad Stahelski, David Leitch| Stars:Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe"
80,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,87.0,636907.0,42340598.0,"Comedy, Drama","Director:Alejandro G. Iñárritu| Stars:Michael Keaton, Zach Galifianakis, Edward Norton, Andrea Riseborough"
81,Dolphin Tale 2,2014,6.4,58.0,9411.0,42019483.0,"Drama, Family","Director:Charles Martin Smith| Stars:Morgan Freeman, Ashley Judd, Nathan Gamble, Cozi Zuehlsdorff"
82,The Expendables 3,2014,6.1,35.0,185476.0,39322544.0,"Action, Adventure, Thriller","Director:Patrick Hughes| Stars:Sylvester Stallone, Jason Statham, Jet Li, Antonio Banderas"
83,Earth to Echo,2014,5.7,53.0,19304.0,38916903.0,"Adventure, Family, Sci-Fi","Director:Dave Green| Stars:Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt"
84,Sex Tape,2014,5.1,36.0,114122.0,38543473.0,"Comedy, Romance","Director:Jake Kasdan| Stars:Jason Segel, Cameron Diaz, Rob Corddry, Ellie Kemper"
85,Wild,2014,7.1,74.0,131137.0,37880356.0,"Adventure, Biography, Drama","Director:Jean-Marc Vallée| Stars:Reese Witherspoon, Laura Dern, Gaby Hoffmann, Michiel Huisman"
86,Million Dollar Arm,2014,7.0,56.0,46612.0,36447959.0,"Biography, Drama, Sport","Director:Craig Gillespie| Stars:Jon Hamm, Aasif Mandvi, Alan Arkin, Suraj Sharma"
87,The Theory of Everything,2014,7.7,71.0,457628.0,35893537.0,"Biography, Drama, Romance","Director:James Marsh| Stars:Eddie Redmayne, Felicity Jones, Tom Prior, Sophie Perry"
88,Forbidden Empire,2014,5.2,,6106.0,34592118.0,"Adventure, Fantasy, Mystery","Director:Oleg Stepchenko| Stars:Jason Flemyng, Andrey Smolyakov, Aleksey Chadov, Agnia Ditkovskyte"
89,This Is Where I Leave You,2014,6.6,44.0,81595.0,34290142.0,"Comedy, Drama","Director:Shawn Levy| Stars:Jason Bateman, Tina Fey, Jane Fonda, Adam Driver"
90,The Gambler,II2014,6.0,55.0,71157.0,33680992.0,"Crime, Drama, Thriller","Director:Rupert Wyatt| Stars:Mark Wahlberg, Jessica Lange, John Goodman, Brie Larson"
91,Unfriended,2014,5.6,59.0,77385.0,32482090.0,"Horror, Mystery, Thriller","Director:Levan Gabriadze| Stars:Heather Sossaman, Matthew Bohrer, Courtney Halverson, Shelley Hennig"
92,Paranormal Activity: The Marked Ones,2014,5.0,42.0,43692.0,32462372.0,"Horror, Mystery","Director:Christopher Landon| Stars:Andrew Jacobs, Jorge Diaz, Gabrielle Walsh, Gloria Sandoval"
93,Nightcrawler,2014,7.8,76.0,557630.0,32381218.0,"Crime, Drama, Thriller","Director:Dan Gilroy| Stars:Jake Gyllenhaal, Rene Russo, Bill Paxton, Riz Ahmed"
94,3 Days to Kill,2014,6.2,40.0,94797.0,30697999.0,"Action, Drama, Thriller","Director:McG| Stars:Kevin Costner, Hailee Steinfeld, Connie Nielsen, Amber Heard"
95,Chef,2014,7.3,68.0,219585.0,30640336.0,"Adventure, Comedy, Drama","Director:Jon Favreau| Stars:Jon Favreau, Robert Downey Jr., Scarlett Johansson, Dustin Hoffman"
96,Deliver Us from Evil,2014,6.2,40.0,79662.0,30577122.0,"Action, Adventure, Crime","Director:Scott Derrickson| Stars:Eric Bana, Edgar Ramírez, Olivia Munn, Chris Coy"
97,Get on Up,2014,6.9,71.0,25207.0,30513940.0,"Biography, Drama, Music","Director:Tate Taylor| Stars:Chadwick Boseman, Nelsan Ellis, Dan Aykroyd, Viola Davis"
98,When the Game Stands Tall,2014,6.6,41.0,16318.0,30127963.0,"Biography, Drama, Family","Director:Thomas Carter| Stars:Jim Caviezel, Alexander Ludwig, Michael Chiklis, Laura Dern"
99,Draft Day,2014,6.8,54.0,62150.0,28831145.0,"Drama, Sport","Director:Ivan Reitman| Stars:Kevin Costner, Chadwick Boseman, Jennifer Garner, Frank Langella"
100,The Best of Me,2014,6.6,29.0,73912.0,26761283.0,"Drama, Romance","Director:Michael Hoffman| Stars:James Marsden, Michelle Monaghan, Luke Bracey, Liana Liberato"
101,The Woman in Black 2: Angel of Death,2014,4.8,42.0,28776.0,26496583.0,"Drama, Horror, Thriller","Director:Tom Harper| Stars:Helen McCrory, Jeremy Irvine, Phoebe Fox, Leanne Best"
102,A Walk Among the Tombstones,2014,6.5,57.0,123253.0,26307600.0,"Action, Crime, Drama","Director:Scott Frank| Stars:Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook"
103,That Awkward Moment,2014,6.1,36.0,104642.0,26049082.0,"Comedy, Romance","Director:Tom Gormican| Stars:Zac Efron, Michael B. Jordan, Miles Teller, Imogen Poots"
104,Ex Machina,2014,7.7,78.0,552746.0,25442958.0,"Drama, Sci-Fi, Thriller","Director:Alex Garland| Stars:Alicia Vikander, Domhnall Gleeson, Oscar Isaac, Sonoya Mizuno"
105,Boyhood,2014,7.9,100.0,357460.0,25379975.0,Drama,"Director:Richard Linklater| Stars:Ellar Coltrane, Patricia Arquette, Ethan Hawke, Elijah Smith"
106,Top Five,2014,6.4,81.0,26975.0,25277561.0,"Comedy, Romance","Director:Chris Rock| Stars:Chris Rock, Rosario Dawson, Gabrielle Union, Kevin Hart"
107,The November Man,2014,6.2,38.0,68754.0,24984868.0,"Action, Thriller","Director:Roger Donaldson| Stars:Pierce Brosnan, Luke Bracey, Olga Kurylenko, Bill Smitrovich"
108,Endless Love,2014,6.2,30.0,45941.0,23393765.0,"Drama, Romance","Director:Shana Feste| Stars:Gabriella Wilde, Alex Pettyfer, Bruce Greenwood, Robert Patrick"
109,Pompeii,2014,5.5,39.0,112855.0,23219748.0,"Action, Adventure, Drama","Director:Paul W.S. Anderson| Stars:Kit Harington, Emily Browning, Kiefer Sutherland, Adewale Akinnuoye-Agbaje"
110,Transcendence,2014,6.2,42.0,231715.0,23022309.0,"Action, Drama, Sci-Fi","Director:Wally Pfister| Stars:Johnny Depp, Rebecca Hall, Morgan Freeman, Cillian Murphy"
111,Black or White,2014,6.6,45.0,13393.0,21569041.0,Drama,"Director:Mike Binder| Stars:Kevin Costner, Octavia Spencer, Gillian Jacobs, Anthony Mackie"
112,"As Above, So Below",2014,6.2,39.0,98187.0,21197315.0,"Horror, Mystery, Thriller","Director:John Erick Dowdle| Stars:Perdita Weeks, Ben Feldman, Edwin Hodge, François Civil"
113,Brick Mansions,2014,5.6,40.0,42975.0,20285518.0,"Action, Crime, Thriller","Director:Camille Delamarre| Stars:Paul Walker, David Belle, RZA, Goûchy Boy"
114,"I, Frankenstein",2014,5.1,30.0,82036.0,19075290.0,"Action, Fantasy, Sci-Fi","Director:Stuart Beattie| Stars:Aaron Eckhart, Bill Nighy, Miranda Otto, Virginie Le Brun"
115,The Legend of Hercules,2014,4.2,22.0,55061.0,18848538.0,"Action, Adventure, Fantasy","Director:Renny Harlin| Stars:Kellan Lutz, Gaia Weiss, Scott Adkins, Roxanne McKee"
116,Still Alice,2014,7.5,72.0,137574.0,18754371.0,Drama,"Directors:Richard Glatzer, Wash Westmoreland| Stars:Julianne Moore, Alec Baldwin, Kristen Stewart, Kate Bosworth"
117,Addicted,2014,5.0,32.0,11370.0,17382982.0,"Drama, Romance, Thriller","Director:Bille Woodruff| Stars:Sharon Leal, Boris Kodjoe, John Newberg, Tyson Beckford"
118,A Haunted House 2,2014,4.6,17.0,22225.0,17329486.0,"Comedy, Fantasy, Horror","Director:Michael Tiddes| Stars:Marlon Wayans, Jaime Pressly, Cedric the Entertainer, Essence Atkins"
119,A Most Wanted Man,2014,6.7,73.0,77449.0,17237244.0,"Crime, Drama, Thriller","Director:Anton Corbijn| Stars:Philip Seymour Hoffman, Rachel McAdams, Daniel Brühl, Robin Wright"
120,Seventh Son,2014,5.5,30.0,78385.0,17223265.0,"Action, Adventure, Fantasy","Director:Sergei Bodrov| Stars:Ben Barnes, Julianne Moore, Jeff Bridges, Alicia Vikander"
121,The Single Moms Club,2014,5.4,31.0,6503.0,15986272.0,"Comedy, Drama","Director:Tyler Perry| Stars:Nia Long, Wendi McLendon-Covey, Amy Smart, Zulay Henao"
122,Devil's Due,2014,4.1,34.0,17166.0,15818967.0,"Horror, Mystery","Directors:Matt Bettinelli-Olpin, Tyler Gillett| Stars:Allison Miller, Zach Gilford, Sam Anderson, Roger Payano"
123,And So It Goes,2014,5.8,38.0,14468.0,15155772.0,"Comedy, Drama, Romance","Director:Rob Reiner| Stars:Michael Douglas, Diane Keaton, Sterling Jerins, Annie Parisse"
124,Step Up All In,2014,5.9,45.0,35021.0,14904384.0,"Drama, Music, Romance","Director:Trish Sie| Stars:Ryan Guzman, Briana Evigan, Adam Sevani, Misha Gabriel Hamilton"
125,It Follows,2014,6.8,83.0,248055.0,14673301.0,"Horror, Mystery, Thriller","Director:David Robert Mitchell| Stars:Maika Monroe, Keir Gilchrist, Olivia Luccardi, Lili Sepe"
126,Beyond the Lights,2014,6.8,73.0,16821.0,14618727.0,"Drama, Music, Romance","Director:Gina Prince-Bythewood| Stars:Gugu Mbatha-Raw, Nate Parker, Minnie Driver, Danny Glover"
127,Big Eyes,2014,7.0,62.0,95079.0,14479776.0,"Biography, Crime, Drama","Director:Tim Burton| Stars:Amy Adams, Christoph Waltz, Danny Huston, Krysten Ritter"
128,Left Behind,2014,3.1,12.0,40573.0,13998282.0,"Action, Fantasy, Sci-Fi","Director:Vic Armstrong| Stars:Nicolas Cage, Lea Thompson, Cassi Thomson, Chad Michael Murray"
129,Sin City: A Dame to Kill For,2014,6.5,46.0,164323.0,13757804.0,"Action, Crime, Thriller","Directors:Frank Miller, Robert Rodriguez| Stars:Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt"
130,Whiplash,2014,8.5,89.0,877462.0,13092000.0,"Drama, Music","Director:Damien Chazelle| Stars:Miles Teller, J.K. Simmons, Melissa Benoist, Paul Reiser"
131,Love & Mercy,2014,7.4,80.0,40506.0,12547189.0,"Biography, Drama, Music","Director:Bill Pohlad| Stars:John Cusack, Paul Dano, Elizabeth Banks, Paul Giamatti"
132,Foxcatcher,2014,7.0,81.0,144456.0,12096300.0,"Biography, Drama, History","Director:Bennett Miller| Stars:Steve Carell, Channing Tatum, Mark Ruffalo, Vanessa Redgrave"
133,The Drop,2014,7.0,69.0,154268.0,10724389.0,"Crime, Drama, Thriller","Director:Michaël R. Roskam| Stars:Tom Hardy, Noomi Rapace, James Gandolfini, Matthias Schoenaerts"
134,PK,2014,8.1,,190727.0,10616104.0,"Comedy, Drama, Sci-Fi","Director:Rajkumar Hirani| Stars:Aamir Khan, Anushka Sharma, Sanjay Dutt, Boman Irani"
135,Sabotage,2014,5.7,41.0,64443.0,10508518.0,"Action, Crime, Drama","Director:David Ayer| Stars:Arnold Schwarzenegger, Sam Worthington, Terrence Howard, Olivia Williams"
136,Magic in the Moonlight,2014,6.5,54.0,68797.0,10506939.0,"Comedy, Drama, Romance","Director:Woody Allen| Stars:Colin Firth, Emma Stone, Marcia Gay Harden, Hamish Linklater"
137,Moms' Night Out,2014,5.3,25.0,14109.0,10429707.0,Comedy,"Directors:Andrew Erwin, Jon Erwin| Stars:Sarah Drew, Sean Astin, Patricia Heaton, Trace Adkins"
138,The Girl on the Train,2014,4.3,,1042.0,9573000.0,Thriller,"Director:Larry Brand| Stars:Henry Ian Cusick, Nicki Aycox, Stephen Lang, David Margulies"
139,The Quiet Ones,2014,5.1,41.0,20641.0,8496112.0,"Horror, Mystery, Thriller","Director:John Pogue| Stars:Jared Harris, Sam Claflin, Olivia Cooke, Erin Richards"
140,Inherent Vice,2014,6.6,81.0,106348.0,8110975.0,"Comedy, Crime, Drama","Director:Paul Thomas Anderson| Stars:Joaquin Phoenix, Josh Brolin, Owen Wilson, Katherine Waterston"
141,Vampire Academy,2014,5.4,31.0,55537.0,7791979.0,"Action, Comedy, Drama","Director:Mark Waters| Stars:Zoey Deutch, Lucy Fry, Danila Kozlovskiy, Gabriel Byrne"
