,Movie_Name,Relese_Year,Rating_Score,Meta_Score,Total_Votes,Gross_USA,Movie_Genre,Director_Star
54,Smile,V) (2022,6.6,68.0,103134.0,103134.0,"Horror, Mystery, Thriller","Director:Parker Finn| Stars:Sosie Bacon, Jessie T. Usher, Kyle Gallner, Robin Weigert"
55,Blonde,2022,5.5,50.0,59850.0,59850.0,"Biography, Drama, Romance","Director:Andrew Dominik| Stars:Ana de Armas, Lily Fisher, Julianne Nicholson, Tygh Runyan"
56,Devotion,I2022,6.6,66.0,14983.0,14983.0,"Action, Drama, War","Director:J.D. Dillard| Stars:Jonathan Majors, Glen Powell, Christina Jackson, Thomas Sadoski"
57,The Northman,2022,7.1,82.0,216806.0,216806.0,"Action, Adventure, Drama","Director:Robert Eggers| Stars:Alexander Skarsgård, Nicole Kidman, Claes Bang, Ethan Hawke"
58,Narvik: Hitler's First Defeat,2022,6.6,,8903.0,8903.0,"Drama, History, War","Director:Erik Skjoldbjærg| Stars:Billy Campbell, Kristine Hartgen, Stig Henrik Hoff, Henrik Mestad"
59,Fall,2022,6.4,62.0,56321.0,56321.0,Thriller,"Director:Scott Mann| Stars:Grace Caroline Currey, Virginia Gardner, Mason Gooding, Jeffrey Dean Morgan"
60,Nope,2022,6.9,77.0,199696.0,199696.0,"Horror, Mystery, Sci-Fi","Director:Jordan Peele| Stars:Daniel Kaluuya, Keke Palmer, Brandon Perea, Michael Wincott"
61,The Unbearable Weight of Massive Talent,2022,7.0,68.0,97668.0,97668.0,"Action, Comedy, Crime","Director:Tom Gormican| Stars:Nicolas Cage, Pedro Pascal, Tiffany Haddish, Sharon Horgan"
62,The Woman King,2022,6.7,77.0,48343.0,48343.0,"Action, Drama, History","Director:Gina Prince-Bythewood| Stars:Viola Davis, Thuso Mbedu, Lashana Lynch, Sheila Atim"
63,RRR,2022,7.9,83.0,135201.0,135201.0,"Action, Adventure, Drama","Director:S.S. Rajamouli| Stars:N.T. Rama Rao Jr., Ram Charan Teja, Ajay Devgn, Alia Bhatt"
64,Thor: Love and Thunder,2022,6.3,57.0,343891.0,343891.0,"Action, Adventure, Comedy","Director:Taika Waititi| Stars:Chris Hemsworth, Natalie Portman, Christian Bale, Tessa Thompson"
65,Jeepers Creepers: Reborn,2022,2.5,,9733.0,9733.0,"Horror, Mystery, Thriller","Director:Timo Vuorensola| Stars:Sydney Craven, Imran Adams, Jarreau Benjamin, Peter Brooke"
66,Bones and All,2022,6.9,74.0,33505.0,33505.0,"Drama, Horror, Romance","Director:Luca Guadagnino| Stars:Timothée Chalamet, Taylor Russell, Mark Rylance, Kendle Coffey"
67,Close,2022,7.9,81.0,9354.0,9354.0,Drama,"Director:Lukas Dhont| Stars:Eden Dambrine, Gustav De Waele, Émilie Dequenne, Léa Drucker"
68,Scream,2022,6.3,60.0,119707.0,119707.0,"Horror, Mystery, Thriller","Directors:Matt Bettinelli-Olpin, Tyler Gillett| Stars:Melissa Barrera, Neve Campbell, Courteney Cox, David Arquette"
69,Ticket to Paradise,2022,6.2,50.0,40387.0,40387.0,"Comedy, Romance","Director:Ol Parker| Stars:George Clooney, Sean Lynch, Julia Roberts, Arielle Carver-O'Neill"
70,Decision to Leave,2022,7.3,84.0,32716.0,32716.0,"Crime, Drama, Mystery","Director:Park Chan-wook| Stars:Park Hae-il, Tang Wei, Lee Jung-hyun, Go Kyung-Pyo"
71,An Action Hero,2022,7.2,,24440.0,24440.0,"Action, Comedy, Crime","Director:Anirudh Iyer| Stars:Ayushmann Khurrana, Jaideep Ahlawat, Neeraj Madhav, Gautam Joglekar"
72,Living,2022,7.5,81.0,4776.0,4776.0,Drama,"Director:Oliver Hermanus| Stars:Bill Nighy, Aimee Lou Wood, Alex Sharp, Adrian Rawlins"
73,Strange World,2022,5.6,65.0,34440.0,34440.0,"Animation, Action, Adventure","Directors:Don Hall, Qui Nguyen| Stars:Jake Gyllenhaal, Jaboukie Young-White, Gabrielle Union, Dennis Quaid"
74,Roald Dahl's Matilda the Musical,2022,7.1,72.0,19544.0,19544.0,"Comedy, Drama, Family","Director:Matthew Warchus| Stars:Alisha Weir, Emma Thompson, Lashana Lynch, Stephen Graham"
75,White Noise,2022,5.7,66.0,32281.0,32281.0,"Comedy, Drama, Horror","Director:Noah Baumbach| Stars:Adam Driver, Greta Gerwig, Don Cheadle, Madison Gaughan"
76,Violent Night,2022,6.7,55.0,61233.0,61233.0,"Action, Comedy, Crime","Director:Tommy Wirkola| Stars:David Harbour, John Leguizamo, Beverly D'Angelo, Alex Hassell"
77,Last Seen Alive,2022,5.6,,22137.0,22137.0,"Action, Drama, Mystery","Director:Brian Goodman| Stars:Gerard Butler, Jaimie Alexander, Russell Hornsby, Ethan Embry"
78,The Gray Man,2022,6.5,49.0,206799.0,206799.0,"Action, Thriller","Directors:Anthony Russo, Joe Russo| Stars:Ryan Gosling, Chris Evans, Ana de Armas, Billy Bob Thornton"
79,Minions: The Rise of Gru,2022,6.6,56.0,68320.0,68320.0,"Animation, Adventure, Comedy","Directors:Kyle Balda, Brad Ableson, Jonathan del Val| Stars:Steve Carell, Pierre Coffin, Alan Arkin, Taraji P. Henson"
80,Venus,2022,5.5,,1350.0,1350.0,Horror,"Director:Jaume Balagueró| Stars:Ester Expósito, Inés Fernández, Ángela Cremonte, Magüi Mira"
81,Emily the Criminal,2022,6.7,75.0,34954.0,34954.0,"Crime, Drama, Thriller","Director:John Patton Ford| Stars:Aubrey Plaza, Theo Rossi, Bernardo Badillo, John Billingsley"
82,The Amazing Maurice,2022,6.3,53.0,2197.0,2197.0,"Animation, Adventure, Comedy","Directors:Toby Genkel, Florian Westermann| Stars:Hugh Laurie, Emilia Clarke, David Thewlis, Himesh Patel"
83,She Said,2022,7.2,74.0,20662.0,20662.0,"Drama, History","Director:Maria Schrader| Stars:Lola Petticrew, Katherine Laheen, Zoe Kazan, Carey Mulligan"
84,Terrifier 2,2022,6.2,59.0,28894.0,28894.0,Horror,"Director:Damien Leone| Stars:Lauren LaVera, Jenna Kanell, David Howard Thornton, Kailey Hyman"
85,On the Line,I2022,5.4,,5962.0,5962.0,Thriller,"Director:Romuald Boulanger| Stars:Mel Gibson, William Moseley, Alia Seror-O'Neill, Paul Spera"
86,Uncharted,2022,6.3,45.0,217828.0,217828.0,"Action, Adventure","Director:Ruben Fleischer| Stars:Tom Holland, Mark Wahlberg, Antonio Banderas, Sophia Ali"
87,Death on the Nile,2022,6.3,52.0,155266.0,155266.0,"Crime, Drama, Mystery","Director:Kenneth Branagh| Stars:Tom Bateman, Annette Bening, Kenneth Branagh, Russell Brand"
88,Vesper,2022,5.9,70.0,15312.0,15312.0,"Adventure, Drama, Sci-Fi","Directors:Kristina Buozyte, Bruno Samper| Stars:Raffiella Chapman, Eddie Marsan, Rosy McEwen, Richard Brake"
89,Luckiest Girl Alive,2022,6.4,54.0,47572.0,47572.0,"Drama, Mystery, Thriller","Director:Mike Barker| Stars:Mila Kunis, Chiara Aurelia, Finn Wittrock, Connie Britton"
90,Causeway,2022,6.5,66.0,13840.0,13840.0,Drama,"Director:Lila Neugebauer| Stars:Jennifer Lawrence, Brian Tyree Henry, Linda Emond, Danny Wolohan"
91,Sick,2022,6.1,62.0,9431.0,9431.0,"Horror, Thriller","Director:John Hyams| Stars:Gideon Adlon, Bethlehem Million, Dylan Sprayberry, Marc Menchaca"
92,Lady Chatterley's Lover,2022,6.6,67.0,15880.0,15880.0,"Drama, Romance","Director:Laure de Clermont-Tonnerre| Stars:Emma Corrin, Jack O'Connell, Matthew Duckett, Joely Richardson"
93,See How They Run,2022,6.5,60.0,48835.0,48835.0,"Comedy, Crime, Mystery","Director:Tom George| Stars:Kieran Hodgson, Pearl Chanda, Gregory Cox, Harris Dickinson"
94,Men,2022,6.1,65.0,45873.0,45873.0,"Drama, Fantasy, Horror","Director:Alex Garland| Stars:Jessie Buckley, Rory Kinnear, Paapa Essiedu, Gayle Rankin"
95,Bodies Bodies Bodies,2022,6.3,69.0,39724.0,39724.0,"Comedy, Horror, Thriller","Director:Halina Reijn| Stars:Amandla Stenberg, Maria Bakalova, Rachel Sennott, Chase Sui Wonders"
96,The Quiet Girl,2022,7.7,89.0,5968.0,5968.0,Drama,"Director:Colm Bairéad| Stars:Carrie Crowley, Andrew Bennett, Catherine Clinch, Michael Patric"
97,The Lost City,2022,6.1,60.0,127520.0,127520.0,"Action, Adventure, Comedy","Directors:Aaron Nee, Adam Nee| Stars:Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph"
98,Spoiler Alert,I2022,7.1,61.0,2855.0,2855.0,"Comedy, Drama","Director:Michael Showalter| Stars:Jim Parsons, Ben Aldridge, Josh Pais, Allegra Heart"
99,The Good Nurse,2022,6.8,65.0,61215.0,61215.0,"Biography, Crime, Drama","Director:Tobias Lindholm| Stars:Eddie Redmayne, Jessica Chastain, Denise Pillott, Dartel McRae"
100,Doctor Strange in the Multiverse of Madness,2022,6.9,60.0,424979.0,424979.0,"Action, Adventure, Fantasy","Director:Sam Raimi| Stars:Benedict Cumberbatch, Elizabeth Olsen, Chiwetel Ejiofor, Benedict Wong"
101,Beast,2022,5.6,54.0,28176.0,28176.0,"Action, Adventure, Drama","Director:Baltasar Kormákur| Stars:Liyabuya Gongo, Martin Munro, Daniel Hadebe, Thapelo Sebogodi"
102,Father Stu,2022,6.5,40.0,22583.0,22583.0,"Biography, Drama","Director:Rosalind Ross| Stars:Mark Wahlberg, Mel Gibson, Jacki Weaver, Teresa Ruiz"
103,"Good Luck to You, Leo Grande",2022,7.2,78.0,25059.0,25059.0,"Comedy, Drama","Director:Sophie Hyde| Stars:Emma Thompson, Daryl McCormack, Isabella Laughland, Les Mabaleka"
104,The Stranger,I2022,6.6,74.0,18131.0,18131.0,"Crime, Drama, Thriller","Director:Thomas M. Wright| Stars:Joel Edgerton, Sean Harris, Jada Alberts, Cormac Wright"
105,The Son,2022,6.1,46.0,2294.0,2294.0,Drama,"Director:Florian Zeller| Stars:Vanessa Kirby, Felix Goddard, Max Goddard, Hugh Jackman"
106,Till,2022,7.2,79.0,7760.0,7760.0,"Biography, Drama, History","Director:Chinonye Chukwu| Stars:Danielle Deadwyler, Jalyn Hall, Frankie Faison, Haley Bennett"
107,Prey,2022,7.2,71.0,198867.0,198867.0,"Action, Adventure, Drama","Director:Dan Trachtenberg| Stars:Amber Midthunder, Dakota Beavers, Dane DiLiegro, Stormee Kipp"
108,The School for Good and Evil,2022,5.8,30.0,28743.0,28743.0,"Action, Comedy, Drama","Director:Paul Feig| Stars:Kit Young, Sophia Anne Caruso, Cate Blanchett, Liam Woon"
109,Fantastic Beasts: The Secrets of Dumbledore,2022,6.2,47.0,146152.0,146152.0,"Adventure, Family, Fantasy","Director:David Yates| Stars:Eddie Redmayne, Jude Law, Ezra Miller, Dan Fogler"
110,Wifelike,2022,4.9,,1392.0,1392.0,"Sci-Fi, Thriller","Director:James Bird| Stars:Jonathan Rhys Meyers, Elena Kampouris, Doron Bell, Agam Darshi"
111,The Bubble,2022,4.7,34.0,25136.0,25136.0,Comedy,"Director:Judd Apatow| Stars:Harry Trevaldwyn, Samson Kayo, Peter Serafinowicz, Danielle Vitalis"
112,The Wonder,2022,6.6,71.0,32503.0,32503.0,"Drama, Mystery, Thriller","Director:Sebastián Lelio| Stars:Florence Pugh, Tom Burke, Kíla Lord Cassidy, Niamh Algar"
113,The Estate,I2022,5.3,37.0,1862.0,1862.0,Comedy,"Director:Dean Craig| Stars:Toni Collette, Anna Faris, David Duchovny, Rosemarie DeWitt"
114,The Invitation,I2022,5.3,45.0,21577.0,21577.0,"Horror, Thriller","Director:Jessica M. Thompson| Stars:Nathalie Emmanuel, Thomas Doherty, Sean Pertwee, Hugh Skinner"
115,The Outfit,2022,7.1,69.0,47461.0,47461.0,"Crime, Drama, Mystery","Director:Graham Moore| Stars:Mark Rylance, Zoey Deutch, John Gumley-Mason, Stephen Knox"
116,Weird: The Al Yankovic Story,2022,7.0,70.0,25534.0,25534.0,"Biography, Comedy, Music","Director:Eric Appel| Stars:Diedrich Bader, Daniel Radcliffe, Lin-Manuel Miranda, Richard Aaron Anderson"
117,The Bad Guys,2022,6.8,64.0,44345.0,44345.0,"Animation, Adventure, Comedy","Director:Pierre Perifel| Stars:Sam Rockwell, Marc Maron, Awkwafina, Craig Robinson"
118,Poker Face,2022,5.1,43.0,7174.0,7174.0,"Action, Crime, Thriller","Director:Russell Crowe| Stars:Russell Crowe, Liam Hemsworth, RZA, Aden Young"
119,When You Finish Saving the World,2022,5.6,61.0,1918.0,1918.0,"Comedy, Drama","Director:Jesse Eisenberg| Stars:Julianne Moore, Finn Wolfhard, Billy Bryk, Alisha Boe"
120,The Sea Beast,2022,7.1,74.0,46168.0,46168.0,"Animation, Adventure, Comedy","Director:Chris Williams| Stars:Karl Urban, Zaris-Angel Hator, Jared Harris, Marianne Jean-Baptiste"
121,The Outwaters,2022,6.1,74.0,772.0,772.0,"Horror, Sci-Fi, Thriller","Director:Robbie Banfitch| Stars:Robbie Banfitch, Angela Basolis, Scott Schamell, Michelle May"
122,Medieval,2022,5.9,46.0,8727.0,8727.0,"Action, Drama, History","Director:Petr Jákl| Stars:Ben Foster, Sophie Lowe, Michael Caine, Til Schweiger"
123,Mrs. Harris Goes to Paris,2022,7.1,70.0,14149.0,14149.0,"Comedy, Drama","Director:Anthony Fabian| Stars:Lesley Manville, Isabelle Huppert, Lambert Wilson, Alba Baptista"
124,Enola Holmes 2,2022,6.7,64.0,77564.0,77564.0,"Action, Adventure, Crime","Director:Harry Bradbeer| Stars:Millie Bobby Brown, Henry Cavill, David Thewlis, Louis Partridge"
125,She Came from the Woods,2022,5.3,,160.0,160.0,"Comedy, Horror","Director:Erik Bloomquist| Stars:Cara Buono, Clare Foley, Spencer List, William Sadler"
126,Marlowe,2022,6.1,37.0,249.0,249.0,"Crime, Mystery, Thriller","Director:Neil Jordan| Stars:Liam Neeson, Diane Kruger, Jessica Lange, Adewale Akinnuoye-Agbaje"
127,Orphan: First Kill,2022,5.9,54.0,34985.0,34985.0,"Crime, Drama, Horror","Director:William Brent Bell| Stars:Isabelle Fuhrman, Julia Stiles, Rossif Sutherland, Hiro Kanagawa"
128,Crimes of the Future,2022,5.9,67.0,31505.0,31505.0,"Drama, Horror, Sci-Fi","Director:David Cronenberg| Stars:Viggo Mortensen, Léa Seydoux, Kristen Stewart, Scott Speedman"
129,Bardo: False Chronicle of a Handful of Truths,2022,6.8,53.0,10358.0,10358.0,"Comedy, Drama","Director:Alejandro G. Iñárritu| Stars:Daniel Giménez Cacho, Griselda Siciliani, Ximena Lamadrid, Íker Sánchez Solano"
130,Seriously Red,2022,5.2,57.0,438.0,438.0,"Comedy, Drama, Music","Director:Gracie Otto| Stars:Krew Boylan, Daniel Webber, Rose Byrne, Celeste Barber"
131,"Argentina, 1985",2022,7.6,78.0,18983.0,18983.0,"Biography, Crime, Drama","Director:Santiago Mitre| Stars:Ricardo Darín, Gina Mastronicola, Francisco Bertín, Santiago Armas Estevarena"
132,Emancipation,2022,6.1,53.0,20114.0,20114.0,"Action, Thriller","Director:Antoine Fuqua| Stars:Will Smith, Ben Foster, Charmaine Bingwa, Gilbert Owuor"
133,EO,2022,6.8,85.0,4295.0,4295.0,Drama,"Director:Jerzy Skolimowski| Stars:Sandra Drzymalska, Isabelle Huppert, Lorenzo Zurzolo, Mateusz Kosciukiewicz"
134,Ambulance,2022,6.1,55.0,77673.0,77673.0,"Action, Crime, Drama","Director:Michael Bay| Stars:Jake Gyllenhaal, Yahya Abdul-Mateen II, Eiza González, Garret Dillahunt"
135,Moonfall,2022,5.1,41.0,83784.0,83784.0,"Action, Adventure, Sci-Fi","Director:Roland Emmerich| Stars:Halle Berry, Patrick Wilson, John Bradley, Charlie Plummer"
136,Hustle,2022,7.3,68.0,125611.0,125611.0,"Comedy, Drama, Sport","Director:Jeremiah Zagar| Stars:Adam Sandler, Queen Latifah, Juancho Hernangomez, Ben Foster"
137,What's Love Got to Do with It?,2022,6.6,63.0,716.0,716.0,"Comedy, Romance","Director:Shekhar Kapur| Stars:Lily James, Emma Thompson, Shazad Latif, Oliver Chris"
138,Pinocchio,2022,5.0,38.0,36710.0,36710.0,"Adventure, Comedy, Drama","Director:Robert Zemeckis| Stars:Joseph Gordon-Levitt, Tom Hanks, Benjamin Evan Ainsworth, Angus Wright"
139,The People We Hate at the Wedding,2022,5.7,42.0,7650.0,7650.0,Comedy,"Director:Claire Scanlon| Stars:Allison Janney, Ben Platt, Cynthia Addai-Robinson, Kristen Bell"
140,The Swimmers,2022,7.4,62.0,25096.0,25096.0,"Biography, Drama, Sport","Director:Sally El Hosaini| Stars:Matthias Schweighöfer, Ali Suliman, Manal Issa, Nathalie Issa"
141,Speak No Evil,2022,6.6,78.0,22842.0,22842.0,"Drama, Horror, Thriller","Director:Christian Tafdrup| Stars:Morten Burian, Sidsel Siem Koch, Fedja van Huêt, Karina Smulders"
142,Deep Water,2022,5.4,53.0,48253.0,48253.0,"Drama, Mystery, Thriller","Director:Adrian Lyne| Stars:Ben Affleck, Ana de Armas, Tracy Letts, Grace Jenkins"
143,Lou,2022,6.1,51.0,26905.0,26905.0,"Action, Crime, Drama","Director:Anna Foerster| Stars:Allison Janney, Jurnee Smollett, Logan Marshall-Green, Ridley Asha Bateman"
144,Turning Red,2022,7.0,83.0,127196.0,127196.0,"Animation, Adventure, Comedy","Director:Domee Shi| Stars:Rosalie Chiang, Sandra Oh, Ava Morse, Hyein Park"
